,date,approx_time,activity,details,name,location
38,2022-12-12,11:40:05,links: https://www.msn.com/en-gb/news/world/live-ukraine-claims-strike-on-wagner-group-hq-says-huge-number-of-russian-mercenaries-killed/ar-AA15apGM?ocid=msedgntp&cvid=b331302f783248eaada10ece5fe04a0e,1602267040458457090,robdn,"London, England"
39,2009-07-11,13:39:50,"tweeted: Ukrainian official claimed Sunday: forces attacked a hotel in the city of Kadiivka in the occupied Luhansk region, where Russia’s private Wagner military are based, allegedly killing ‘a huge number’ of them. [report not confirmed independently].  https://t.co/A8jcIpuCjU",1602267040458457090,robdn,"London, England"
40,2022-12-12,11:38:08,annotations: Ukraine,1602266550165086208,DeborahLago5,UNKWN
41,2022-12-12,11:38:08,annotations: Putin,1602266550165086208,DeborahLago5,UNKWN
42,2022-12-12,11:38:08,annotations: Wagner HQ,1602266550165086208,DeborahLago5,UNKWN
43,2022-12-12,11:38:08,annotations: Wagner Group,1602266550165086208,DeborahLago5,UNKWN
44,2022-12-12,11:38:08,annotations: Ukraine,1602266550165086208,DeborahLago5,UNKWN
45,2022-12-12,11:38:08,links: https://www.msn.com/en-us/news/world/ukraine-news-live-many-killed-in-strike-on-putin-s-private-wagner-hq-in-eastern-battle/ar-AA15a7HU?cvid=06a3f7fc923a4d32ae5a2f91eb5360bd,1602266550165086208,DeborahLago5,UNKWN
46,2019-05-06,15:15:47,"tweeted: Ukraine news - live: ‘Many killed’ in strike on Putin’s private Wagner HQ in eastern battle https://t.co/TaSZrtSyyy Love it, wish the leaders of Wagner Group were there when it was hit. Go Ukraine!",1602266550165086208,DeborahLago5,UNKWN
47,2022-12-12,11:35:22,annotations: Ukraine,1602265852350431232,2dialogue,"Sarasota, FL"
48,2022-12-12,11:35:22,annotations: Lemekhani Nyirenda,1602265852350431232,2dialogue,"Sarasota, FL"
49,2022-12-12,11:35:22,annotations: Russia,1602265852350431232,2dialogue,"Sarasota, FL"
50,2022-12-12,11:35:22,annotations: Wagner,1602265852350431232,2dialogue,"Sarasota, FL"
51,2022-12-12,11:35:22,links: https://www.bbc.co.uk/news/world-africa-63935260,1602265852350431232,2dialogue,"Sarasota, FL"
52,2011-10-05,23:32:32,"tweeted: #Ukraine war: Lemekhani Nyirenda was recruited by Russia's mercenary group Wagner
https://t.co/6OKafNyL8G",1602265852350431232,2dialogue,"Sarasota, FL"
0,2022-12-12,11:31:24,annotations: Ukraine,1602264855456747520,natty4bumpo,"Chattanooga, TN, USA"
1,2022-12-12,11:31:24,annotations: Wagner,1602264855456747520,natty4bumpo,"Chattanooga, TN, USA"
2,2022-12-12,11:31:24,annotations: Blackwater,1602264855456747520,natty4bumpo,"Chattanooga, TN, USA"
3,2022-12-12,11:31:24,annotations: USA,1602264855456747520,natty4bumpo,"Chattanooga, TN, USA"
4,2022-12-12,11:31:24,links: https://www.aljazeera.com/news/2022/12/12/ukraine-says-it-has-killed-wagner-mercenaries-who-are-they,1602264855456747520,natty4bumpo,"Chattanooga, TN, USA"
5,2009-04-10,05:21:26,"tweeted: Ukraine says it killed Wagner mercenaries, who are they?  Controversial armed group emerged from being a murky guns-for-hire enterprise to a public extension of the Russian military (like Blackwater in USA).

https://t.co/VLgTWD3Y8v",1602264855456747520,natty4bumpo,"Chattanooga, TN, USA"
6,2022-12-12,11:29:02,annotations: Wagner Group,1602264257441239041,cnnnewsukraine,UNKWN
7,2022-12-12,11:29:02,annotations: Bakhmut,1602264257441239041,cnnnewsukraine,UNKWN
8,2022-12-12,11:29:02,annotations: ukraine,1602264257441239041,cnnnewsukraine,UNKWN
9,2022-12-12,11:29:02,annotations: SlavaUkraini,1602264257441239041,cnnnewsukraine,UNKWN
10,2022-12-12,11:29:02,annotations: USA,1602264257441239041,cnnnewsukraine,UNKWN
11,2022-12-12,11:29:02,annotations: UkraineRussianWar,1602264257441239041,cnnnewsukraine,UNKWN
12,2022-12-12,11:29:02,annotations: QatarWorldCup2022,1602264257441239041,cnnnewsukraine,UNKWN
13,2022-12-12,11:29:02,links: https://tubelive.page.link/dCPCLJK12D8T4Rqn8,1602264257441239041,cnnnewsukraine,UNKWN
14,2014-10-19,22:38:50,"tweeted: Ukrainian Special Forces hunt down and destroy Wagner Group mercenaries in Bakhmut
##ukraine ##SlavaUkraini # ##USA ##UkraineRussianWar ##QatarWorldCup2022
https://t.co/HOHuCVCw5W",1602264257441239041,cnnnewsukraine,UNKWN
15,2022-12-12,11:28:36,annotations: Ukraine,1602264148028817408,tellmetimes,UNKWN
16,2022-12-12,11:28:36,annotations: Lemekhani Nyirenda,1602264148028817408,tellmetimes,UNKWN
17,2022-12-12,11:28:36,annotations: Russia,1602264148028817408,tellmetimes,UNKWN
18,2022-12-12,11:28:36,annotations: Wagner,1602264148028817408,tellmetimes,UNKWN
19,2022-12-12,11:28:36,links: http://dlvr.it/SfDQPC,1602264148028817408,tellmetimes,UNKWN
20,2022-01-08,12:03:57,tweeted: Ukraine war: Lemekhani Nyirenda was recruited by Russia's mercenary group Wagner https://t.co/IIDvKHCGtL,1602264148028817408,tellmetimes,UNKWN
21,2022-12-12,11:28:16,annotations: بن هودجز,1602264067435003905,45mogaber45,UNKWN
22,2022-12-12,11:28:16,annotations: أوكرانيا,1602264067435003905,45mogaber45,UNKWN
23,2022-12-12,11:28:16,links: https://arabic.cnn.com/world/video/2022/12/12/v130728-wagner-group-explosion-luhansk-melitopol-ukraine-russia-hodges,1602264067435003905,45mogaber45,UNKWN
24,2022-08-13,21:25:00,"tweeted: بن هودجز يوضح لـCNN ما يعنيه تفجير مقر مجموعة ""فاغنر"" الروسية في أوكرانيا - CNN Arabic https://t.co/ms6TxTYlcN",1602264067435003905,45mogaber45,UNKWN
25,2022-12-12,11:26:55,annotations: Ukraine,1602263726614355968,knight_riders43,"Dubai, United Arab Emirates"
26,2022-12-12,11:26:55,annotations: Wagner,1602263726614355968,knight_riders43,"Dubai, United Arab Emirates"
27,2022-12-12,11:26:55,annotations: Bangladesh,1602263726614355968,knight_riders43,"Dubai, United Arab Emirates"
28,2022-12-12,11:26:55,annotations: Afghan,1602263726614355968,knight_riders43,"Dubai, United Arab Emirates"
29,2022-12-12,11:26:55,annotations: Pakistan,1602263726614355968,knight_riders43,"Dubai, United Arab Emirates"
30,2022-12-12,11:26:55,annotations: ck,1602263726614355968,knight_riders43,"Dubai, United Arab Emirates"
31,2022-12-12,11:26:55,annotations: ber in U,1602263726614355968,knight_riders43,"Dubai, United Arab Emirates"
32,2022-11-26,13:52:00,"tweeted: 🇺🇦 Ukraine strike hits Wagner group headquarters- official

🇧🇩 Bangladesh's opposition lawmakers quit parliament demand fresh vote

🇵🇰 🇦🇫 Several killed in firing by Afghan forces on Pakistan border

🏴󠁧󠁢󠁳󠁣󠁴󠁿 Suspected Lockerbie bomber in US custody:Scotland

#World #UkraineRussiaWar️",1602263726614355968,knight_riders43,"Dubai, United Arab Emirates"
33,2022-12-12,11:25:33,annotations: Russia,1602263383847604224,firstpost,"Mumbai, India"
34,2022-12-12,11:25:33,annotations: WagnerPMC,1602263383847604224,firstpost,"Mumbai, India"
35,2022-12-12,11:25:33,annotations: Ukraine,1602263383847604224,firstpost,"Mumbai, India"
36,2022-12-12,11:25:33,annotations: Vladimir Putin,1602263383847604224,firstpost,"Mumbai, India"
37,2022-12-12,11:25:33,annotations: Wagner,1602263383847604224,firstpost,"Mumbai, India"
38,2022-12-12,11:25:33,annotations: PMC,1602263383847604224,firstpost,"Mumbai, India"
39,2022-12-12,11:25:33,annotations: RussiaUkraineWar,1602263383847604224,firstpost,"Mumbai, India"
40,2022-12-12,11:25:33,links: https://www.firstpost.com/explainers/wagner-group-russian-mercenary-group-ukraine-war-11794811.html?utm_source=twitter&utm_medium=social,1602263383847604224,firstpost,"Mumbai, India"
41,2011-02-23,13:09:22,"tweeted: Members of Russia’s #WagnerPMC were killed following an attack by Ukraine’s armed forces on a hotel. The mercenaries, also known as Vladimir Putin’s private army, have been working in the shadows since 2014 #Wagner_PMC #RussiaUkraineWar 
https://t.co/CbjH36B2b9",1602263383847604224,firstpost,"Mumbai, India"
42,2022-12-12,11:25:33,annotations: Ukraine,1602263380722679809,alleyesonwagner,Internet
43,2022-12-12,11:25:33,annotations: Wagner,1602263380722679809,alleyesonwagner,Internet
44,2022-12-12,11:25:33,annotations: Reuters,1602263380722679809,alleyesonwagner,Internet
45,2022-12-12,11:25:33,links: https://www.reuters.com/world/europe/ukraine-regional-official-says-strike-hits-wagner-group-headquarters-2022-12-11/,1602263380722679809,alleyesonwagner,Internet
46,2022-03-11,09:59:19,tweeted: Ukraine regional official says strike hits Wagner group headquarters | Reuters https://t.co/IoFk2qLLrr,1602263380722679809,alleyesonwagner,Internet
47,2022-12-12,11:25:09,annotations: Ukraine,1602263279321382912,global_trends22,UNKWN
48,2022-12-12,11:25:09,annotations: Lemekhani Nyirenda,1602263279321382912,global_trends22,UNKWN
49,2022-12-12,11:25:09,annotations: Russia,1602263279321382912,global_trends22,UNKWN
50,2022-12-12,11:25:09,annotations: Wagner,1602263279321382912,global_trends22,UNKWN
51,2022-12-12,11:25:09,links: https://globaltrends.digital/post/ukraine-war-lemekhani-nyirenda-was-recruited-by-russia-s-mercenary-group-wagner,1602263279321382912,global_trends22,UNKWN
52,2020-06-23,11:16:27,tweeted: Ukraine war: Lemekhani Nyirenda was recruited by Russia's mercenary group Wagner https://t.co/Ya91UGeb1D,1602263279321382912,global_trends22,UNKWN
53,2022-12-12,11:21:44,annotations: Russia,1602262421988642819,ocholagragory,UNKWN
54,2022-12-12,11:21:44,annotations: Ukraine,1602262421988642819,ocholagragory,UNKWN
55,2022-12-12,11:21:44,annotations: Wagner,1602262421988642819,ocholagragory,UNKWN
56,2022-12-12,11:21:44,annotations: Russia,1602262421988642819,ocholagragory,UNKWN
57,2022-03-13,11:31:00,tweeted: I would like to fight for Russia in Ukraine. I ask the Wagner group to give me the opportunity to fight for Russia.,1602262421988642819,ocholagragory,UNKWN
58,2022-12-12,11:20:37,annotations: Wagner Group,1602262139745734656,HerryNapit,Indonesia
59,2022-12-12,11:20:37,annotations: Putin,1602262139745734656,HerryNapit,Indonesia
60,2022-12-12,11:20:37,annotations: Bakhmut,1602262139745734656,HerryNapit,Indonesia
61,2022-12-12,11:20:37,annotations: Donetsk,1602262139745734656,HerryNapit,Indonesia
62,2022-12-12,11:20:37,annotations: Ukraine,1602262139745734656,HerryNapit,Indonesia
63,2022-12-12,11:20:37,annotations: Prigozhin,1602262139745734656,HerryNapit,Indonesia
64,2022-12-12,11:20:37,annotations: Kremlin,1602262139745734656,HerryNapit,Indonesia
65,2022-12-12,11:20:37,annotations: Russia,1602262139745734656,HerryNapit,Indonesia
66,2022-12-12,11:20:37,annotations: Wagner,1602262139745734656,HerryNapit,Indonesia
67,2022-12-12,11:20:37,annotations: UkraineWar,1602262139745734656,HerryNapit,Indonesia
68,2022-12-12,11:20:37,links: https://twitter.com/HerryNapit/status/1602262139745734656/photo/1,1602262139745734656,HerryNapit,Indonesia
69,2020-01-13,02:40:35,"tweeted: Wagner Group is doing Putin’s dirty work in Bakhmut, Donetsk region, Ukraine. Its leader Prigozhin is trying to make a political gain, showing the Kremlin, Russia, that Wagner is the only Russian force that could counter the Ukrainians #Ukraine🇺🇦#UkraineWar #UkraineRussiaWar️ https://t.co/2zw4t3jg97",1602262139745734656,HerryNapit,Indonesia
0,2022-12-12,11:20:22,links: https://twitter.com/peripolemou/status/1602262079326535680/photo/1,1602262079326535680,peripolemou,UNKWN
1,2022-03-13,12:51:15,"tweeted: Η μελλοντική μας διατροφή . Αυτην μας ετοιμαζει ο Κλαους Σουαμπ και οι ομοιοι του.

 #russia_ukraine_war #usa #NATO #Wagner_group_pmc https://t.co/TzB2ia678g",1602262079326535680,peripolemou,UNKWN
2,2022-12-12,11:19:53,links: https://ift.tt/BQFjrLy,1602261957100421124,waranalysts,UNKWN
3,2022-12-12,11:19:53,annotations: Ukraine,1602261957100421124,waranalysts,UNKWN
4,2022-12-12,11:19:53,annotations: Wagner,1602261957100421124,waranalysts,UNKWN
5,2022-12-12,11:19:53,annotations: The Jerusalem Post,1602261957100421124,waranalysts,UNKWN
6,2009-12-02,14:44:38,tweeted: Ukraine regional official says strike hits Wagner group headquarters - The Jerusalem Post https://t.co/Q1Wumvubm1,1602261957100421124,waranalysts,UNKWN
7,2022-12-12,11:18:09,annotations: Wagner Group,1602261517709213699,underjoyed,"Frankfurt am Main, Deutschland"
8,2022-12-12,11:18:09,mentions: S_Ibrahimkhil,1602261517709213699,underjoyed,"Frankfurt am Main, Deutschland"
9,2009-01-07,16:45:07,"tweeted: @S_Ibrahimkhil Disclaimer: Wagner Group can mean a lot of things in this particular case. It is with high probability predictable that most of the people who were killed are ""undesirables"" who are faced with instant death if they decide not to fight. And ""undesirables"" in 🇷🇺 is a broad term.",1602261517709213699,underjoyed,"Frankfurt am Main, Deutschland"
10,2022-12-12,11:17:35,annotations: Ukraine,1602261378504458241,S_Ibrahimkhil,"Essen, Deutschland"
11,2022-12-12,11:17:35,annotations: Wagner,1602261378504458241,S_Ibrahimkhil,"Essen, Deutschland"
12,2022-12-12,11:17:35,annotations: Luhansk,1602261378504458241,S_Ibrahimkhil,"Essen, Deutschland"
13,2022-12-12,11:17:35,annotations: Serhij Hajdaj,1602261378504458241,S_Ibrahimkhil,"Essen, Deutschland"
14,2022-12-12,11:17:35,annotations: Kyiv Independent,1602261378504458241,S_Ibrahimkhil,"Essen, Deutschland"
15,2019-06-27,02:58:25,"tweeted: #Ukraine Ukrainian forces have attacked the headquarters of the Wagner group in Luhansk.
According to the region's governor, Serhij Hajdaj, several people have been killed.
- It is about enormous losses, he tells the Kyiv Independent.",1602261378504458241,S_Ibrahimkhil,"Essen, Deutschland"
16,2022-12-12,11:16:09,links: https://www.telegraph.co.uk/world-news/2022/12/11/ukraine-russia-war-news-putin-nuclear-iran-drones-latest/,1602261018159316992,INFONEWS2048,London
17,2022-12-12,11:16:09,annotations: Luhansk,1602261018159316992,INFONEWS2048,London
18,2022-12-12,11:16:09,annotations: Russia,1602261018159316992,INFONEWS2048,London
19,2022-12-12,11:16:09,annotations: Wagner,1602261018159316992,INFONEWS2048,London
20,2011-11-03,19:35:37,"tweeted: The Luhansk headquarters of Russia's notorious Wagner mercenary group has been struck, causing significant losses, according to a Ukrainian official.
 https://t.co/wE0wYUYhvm",1602261018159316992,INFONEWS2048,London
21,2022-12-12,11:15:36,links: https://ievren.org/europe/live-blog-ukraine-strike-hits-wagner-group-headquarters-official/,1602260875964022785,DTMsport,Geographically Unstable
22,2022-12-12,11:15:36,annotations: Ukraine,1602260875964022785,DTMsport,Geographically Unstable
23,2022-12-12,11:15:36,annotations: Wagner,1602260875964022785,DTMsport,Geographically Unstable
24,2011-11-08,15:40:01,tweeted: Live blog: Ukraine strike hits Wagner group headquarters – official https://t.co/8Pt2SCPwnV,1602260875964022785,DTMsport,Geographically Unstable
25,2022-12-12,11:15:28,mentions: VeraIrisZ,1602260844204756995,ievrenofficial,India
26,2022-12-12,11:15:28,mentions: genesis_rrn,1602260844204756995,ievrenofficial,India
27,2022-12-12,11:15:28,mentions: Giyu_007,1602260844204756995,ievrenofficial,India
28,2022-12-12,11:15:28,mentions: AZgeopolitics,1602260844204756995,ievrenofficial,India
29,2022-04-11,16:49:54,"tweeted: @VeraIrisZ @genesis_rrn @Giyu_007 @AZgeopolitics A svakako cu uvek pre podrzavati Putina, Rusku vojsku pa cak i Wagner, jer su svakako bolji od Americke vojske, NATO-a,  CIA, Erik Prince-a i njihovih placenih ubica Academi ili ti Blackwater, Greystone i Mozart Group. Pljackasi i masovne ubice.",1602260844204756995,ievrenofficial,India
30,2022-12-12,11:14:55,links: https://www.jpost.com/international/article-724629,1602260707646574593,JoleJoc19195339,UNKWN
31,2022-12-12,11:14:55,annotations: Ukraine,1602260707646574593,JoleJoc19195339,UNKWN
32,2022-12-12,11:14:55,annotations: Wagner,1602260707646574593,JoleJoc19195339,UNKWN
33,2021-10-07,08:33:41,"tweeted: Ukraine regional official says strike hits Wagner group headquarters

 https://t.co/gOJ2ee4dbl",1602260707646574593,JoleJoc19195339,UNKWN
34,2022-12-12,11:11:40,links: https://twitter.com/ivan_8848/status/1602259889778221056/video/1,1602259889778221056,VeraIrisZ,UNKWN
35,2022-12-12,11:11:40,annotations: LCD,1602259889778221056,VeraIrisZ,UNKWN
36,2022-12-12,11:11:40,annotations: Mozart Group,1602259889778221056,VeraIrisZ,UNKWN
37,2022-12-12,11:11:40,annotations: Stravinsky,1602259889778221056,VeraIrisZ,UNKWN
38,2022-12-12,11:11:40,annotations: Mahler,1602259889778221056,VeraIrisZ,UNKWN
39,2022-12-12,11:11:40,annotations: Wagner,1602259889778221056,VeraIrisZ,UNKWN
40,2015-05-23,22:36:41,"tweeted: I can't stand LCD marketing, for reals man 'Mozart Group', I know it's been said before by others, but still. How uncreative can you get?

Why not Stravinsky group, or Mahler group or anything relevant to the 19th century to mirror this Wagner stuff. https://t.co/A2XFcoEn36",1602259889778221056,VeraIrisZ,UNKWN
41,2022-12-12,11:09:45,links: https://twitter.com/metesohtaoglu/status/1602259403985633283/video/1,1602259403985633283,genesis_rrn,UNKWN
42,2022-12-12,11:09:45,annotations: Ukraine,1602259403985633283,genesis_rrn,UNKWN
43,2022-12-12,11:09:45,annotations: Russia,1602259403985633283,genesis_rrn,UNKWN
44,2022-12-12,11:09:45,annotations: Wagner,1602259403985633283,genesis_rrn,UNKWN
45,2022-12-12,11:09:45,annotations: Ukraine,1602259403985633283,genesis_rrn,UNKWN
46,2022-12-12,11:09:45,annotations: Luhansk,1602259403985633283,genesis_rrn,UNKWN
47,2022-12-12,11:09:45,mentions: savunmaisleri,1602259403985633283,genesis_rrn,UNKWN
48,2021-05-23,18:50:14,"tweeted: 📹 #Ukraine- Ukrainian forces have struck a headquarters of Russia’s Wagner mercenary group in eastern Ukraine, Luhansk with HIMARS system.
📹 @savunmaisleri https://t.co/JslyACWPo4",1602259403985633283,genesis_rrn,UNKWN
0,2022-12-12,11:09:16,annotations: Wagner,1602259281914597382,Hellstorm901,Earth
1,2022-12-12,11:09:16,annotations: Nazi,1602259281914597382,Hellstorm901,Earth
2,2022-12-12,11:09:16,mentions: DMB12445,1602259281914597382,Hellstorm901,Earth
3,2014-10-16,09:39:02,tweeted: @DMB12445 The building was being used by Wagner who are a Neo - Nazi mercenary group,1602259281914597382,Hellstorm901,Earth
4,2022-12-12,11:07:03,links: http://dlvr.it/SfDM8t,1602258725917818880,DMB12445,UNKWN
5,2019-06-27,08:54:06,"tweeted: بن هودجز يوضح لـCNN ما يعنيه تفجير مقر مجموعة ""فاغنر"" الروسية في أوكرانيا https://t.co/sUoyHx0anO",1602258725917818880,DMB12445,UNKWN
6,2022-12-12,11:06:51,links: https://newsfet.com/ukraine-%ce%b2%ce%bf%ce%bc%ce%b2%ce%b1%cf%81%ce%b4%ce%b9%cf%83%cf%84%ce%ad%cf%82-hotels-with-members-of-the-wagner-group/,1602258675271438338,al5brq8,"Al Adailiya, Kuwait"
7,2015-01-19,14:30:00,tweeted: Ukraine: βομβαρδιστές hotels with members of the Wagner Group https://t.co/JYMYcYtXoy,1602258675271438338,al5brq8,"Al Adailiya, Kuwait"
8,2022-12-12,11:05:19,annotations: Ukraine,1602258290930499584,newsfet777,United States
9,2022-12-12,11:05:19,annotations: Wagner,1602258290930499584,newsfet777,United States
10,2022-02-11,12:05:24,"tweeted: Ukraine says it killed Wagner mercenaries, who are they? Controversial armed group emerged from being a murky guns-for-hire enterprise to a public extension of the Russian army.",1602258290930499584,newsfet777,United States
11,2022-12-12,10:55:34,annotations: Wagner Group,1602255835282939904,deji_of_lagos,"Lagos, Nigeria"
12,2022-12-12,10:55:34,links: https://workme.online/2022/12/12/ukraine-says-it-killed-wagner-mercenaries-who-are-they-explainer-news/,1602255835282939904,deji_of_lagos,"Lagos, Nigeria"
13,2011-05-21,00:11:46,"tweeted: Controversial armed group emerged from being a murky guns-for-hire enterprise to a public extension of the Russian military.The controversial private military company Wagner Group is in the news againas Ukrainian authorities say a number of its # # # #

https://t.co/kIlNy5JEXq",1602255835282939904,deji_of_lagos,"Lagos, Nigeria"
14,2022-12-12,10:51:41,annotations: Wagner Group,1602254860103319552,SufiWorker,UNKWN
15,2022-12-12,10:51:41,mentions: SamRamani2,1602254860103319552,SufiWorker,UNKWN
16,2022-10-09,10:12:39,tweeted: @SamRamani2 Merry HIMARS to Wagner Group!,1602254860103319552,SufiWorker,UNKWN
17,2022-12-12,10:51:25,annotations: Wagner Group,1602254790427398144,tommy_nn,"Tokyo, JAPAN"
18,2022-12-12,10:51:25,annotations: Ukraine,1602254790427398144,tommy_nn,"Tokyo, JAPAN"
19,2022-12-12,10:51:25,mentions: YouTube,1602254790427398144,tommy_nn,"Tokyo, JAPAN"
20,2022-12-12,10:51:25,links: https://youtu.be/QsrqH-4ZIAg,1602254790427398144,tommy_nn,"Tokyo, JAPAN"
21,2010-01-15,21:51:50,tweeted: See aftermath of explosion at Wagner Group's purported base in Ukraine https://t.co/CbVLo53KZQ via @YouTube,1602254790427398144,tommy_nn,"Tokyo, JAPAN"
22,2022-12-12,10:46:34,annotations: Wagner,1602253569524113411,SamRamani2,"Oxford, England"
23,2022-12-12,10:46:34,annotations: Ukraine,1602253569524113411,SamRamani2,"Oxford, England"
24,2022-12-12,10:46:34,annotations: MSM,1602253569524113411,SamRamani2,"Oxford, England"
25,2022-12-12,10:46:34,links: https://youtu.be/TBVcTgM-l24,1602253569524113411,SamRamani2,"Oxford, England"
26,2013-10-12,23:22:53,"tweeted: https://t.co/bdmnm7BpwI

Wagner group or Ukraine shoulders hit I don’t know…. All I know is that the MSM is full of shit and let alone taking it with a grain of salt I wouldn’t buy their garbage at all… see ya when the war ends… that will say which side stands where",1602253569524113411,SamRamani2,"Oxford, England"
27,2022-12-12,10:45:40,annotations: Russia,1602253345217036288,Stephen07329389,UNKWN
28,2022-12-12,10:45:40,annotations: Wagner Group,1602253345217036288,Stephen07329389,UNKWN
29,2022-12-12,10:45:40,annotations: Ukraine,1602253345217036288,Stephen07329389,UNKWN
30,2022-12-12,10:45:40,annotations: Luhansk,1602253345217036288,Stephen07329389,UNKWN
31,2022-12-12,10:45:40,annotations: WagnerGroup,1602253345217036288,Stephen07329389,UNKWN
32,2022-12-12,10:45:40,annotations: RussiaIsLosing,1602253345217036288,Stephen07329389,UNKWN
33,2022-12-12,10:45:40,annotations: UkraineWar,1602253345217036288,Stephen07329389,UNKWN
34,2022-12-12,10:45:40,links: https://twitter.com/khabarwala8/status/1602253345217036288/photo/1,1602253345217036288,Stephen07329389,UNKWN
35,2022-12-12,10:45:40,links: https://twitter.com/khabarwala8/status/1602253345217036288/photo/1,1602253345217036288,Stephen07329389,UNKWN
