,date,approx_time,activity,details,name,location
46,2022-03-13,12:51:15,"tweeted: Η μελλοντική μας διατροφή . Αυτην μας ετοιμαζει ο Κλαους Σουαμπ και οι ομοιοι του.

 #russia_ukraine_war #usa #NATO #Wagner_group_pmc https://t.co/TzB2ia678g",1602262079326535680,peripolemou,UNKWN
47,2022-12-12,11:19:53,links: https://ift.tt/BQFjrLy,1602261957100421124,waranalysts,UNKWN
48,2022-12-12,11:19:53,annotations: Ukraine,1602261957100421124,waranalysts,UNKWN
49,2022-12-12,11:19:53,annotations: Wagner,1602261957100421124,waranalysts,UNKWN
50,2022-12-12,11:19:53,annotations: The Jerusalem Post,1602261957100421124,waranalysts,UNKWN
51,2009-12-02,14:44:38,tweeted: Ukraine regional official says strike hits Wagner group headquarters - The Jerusalem Post https://t.co/Q1Wumvubm1,1602261957100421124,waranalysts,UNKWN
52,2022-12-12,11:18:09,mentions: S_Ibrahimkhil,1602261517709213699,underjoyed,"Frankfurt am Main, Deutschland"
53,2022-12-12,11:18:09,annotations: Wagner Group,1602261517709213699,underjoyed,"Frankfurt am Main, Deutschland"
54,2009-01-07,16:45:07,"tweeted: @S_Ibrahimkhil Disclaimer: Wagner Group can mean a lot of things in this particular case. It is with high probability predictable that most of the people who were killed are ""undesirables"" who are faced with instant death if they decide not to fight. And ""undesirables"" in 🇷🇺 is a broad term.",1602261517709213699,underjoyed,"Frankfurt am Main, Deutschland"
55,2022-12-12,11:17:35,annotations: Ukraine,1602261378504458241,S_Ibrahimkhil,"Essen, Deutschland"
56,2022-12-12,11:17:35,annotations: Wagner,1602261378504458241,S_Ibrahimkhil,"Essen, Deutschland"
57,2022-12-12,11:17:35,annotations: Luhansk,1602261378504458241,S_Ibrahimkhil,"Essen, Deutschland"
58,2022-12-12,11:17:35,annotations: Serhij Hajdaj,1602261378504458241,S_Ibrahimkhil,"Essen, Deutschland"
59,2022-12-12,11:17:35,annotations: Kyiv Independent,1602261378504458241,S_Ibrahimkhil,"Essen, Deutschland"
60,2019-06-27,02:58:25,"tweeted: #Ukraine Ukrainian forces have attacked the headquarters of the Wagner group in Luhansk.
According to the region's governor, Serhij Hajdaj, several people have been killed.
- It is about enormous losses, he tells the Kyiv Independent.",1602261378504458241,S_Ibrahimkhil,"Essen, Deutschland"
0,2022-12-12,11:16:09,annotations: Luhansk,1602261018159316992,DTMsport,Geographically Unstable
1,2022-12-12,11:16:09,annotations: Russia,1602261018159316992,DTMsport,Geographically Unstable
2,2022-12-12,11:16:09,annotations: Wagner,1602261018159316992,DTMsport,Geographically Unstable
3,2022-12-12,11:16:09,links: https://www.telegraph.co.uk/world-news/2022/12/11/ukraine-russia-war-news-putin-nuclear-iran-drones-latest/,1602261018159316992,DTMsport,Geographically Unstable
4,2011-11-08,15:40:01,"tweeted: The Luhansk headquarters of Russia's notorious Wagner mercenary group has been struck, causing significant losses, according to a Ukrainian official.
 https://t.co/wE0wYUYhvm",1602261018159316992,DTMsport,Geographically Unstable
5,2022-12-12,11:15:36,annotations: Ukraine,1602260875964022785,ievrenofficial,India
6,2022-12-12,11:15:36,annotations: Wagner,1602260875964022785,ievrenofficial,India
7,2022-12-12,11:15:36,links: https://ievren.org/europe/live-blog-ukraine-strike-hits-wagner-group-headquarters-official/,1602260875964022785,ievrenofficial,India
8,2022-04-11,16:49:54,tweeted: Live blog: Ukraine strike hits Wagner group headquarters – official https://t.co/8Pt2SCPwnV,1602260875964022785,ievrenofficial,India
9,2022-12-12,11:15:28,mentions: VeraIrisZ,1602260844204756995,JoleJoc19195339,UNKWN
10,2022-12-12,11:15:28,mentions: genesis_rrn,1602260844204756995,JoleJoc19195339,UNKWN
11,2022-12-12,11:15:28,mentions: Giyu_007,1602260844204756995,JoleJoc19195339,UNKWN
12,2022-12-12,11:15:28,mentions: AZgeopolitics,1602260844204756995,JoleJoc19195339,UNKWN
13,2021-10-07,08:33:41,"tweeted: @VeraIrisZ @genesis_rrn @Giyu_007 @AZgeopolitics A svakako cu uvek pre podrzavati Putina, Rusku vojsku pa cak i Wagner, jer su svakako bolji od Americke vojske, NATO-a,  CIA, Erik Prince-a i njihovih placenih ubica Academi ili ti Blackwater, Greystone i Mozart Group. Pljackasi i masovne ubice.",1602260844204756995,JoleJoc19195339,UNKWN
14,2022-12-12,11:14:55,annotations: Ukraine,1602260707646574593,VeraIrisZ,UNKWN
15,2022-12-12,11:14:55,annotations: Wagner,1602260707646574593,VeraIrisZ,UNKWN
16,2022-12-12,11:14:55,links: https://www.jpost.com/international/article-724629,1602260707646574593,VeraIrisZ,UNKWN
17,2015-05-23,22:36:41,"tweeted: Ukraine regional official says strike hits Wagner group headquarters

 https://t.co/gOJ2ee4dbl",1602260707646574593,VeraIrisZ,UNKWN
18,2022-12-12,11:11:40,annotations: LCD,1602259889778221056,genesis_rrn,UNKWN
19,2022-12-12,11:11:40,annotations: Mozart Group,1602259889778221056,genesis_rrn,UNKWN
20,2022-12-12,11:11:40,annotations: Stravinsky,1602259889778221056,genesis_rrn,UNKWN
21,2022-12-12,11:11:40,annotations: Mahler,1602259889778221056,genesis_rrn,UNKWN
22,2022-12-12,11:11:40,annotations: Wagner,1602259889778221056,genesis_rrn,UNKWN
23,2022-12-12,11:11:40,links: https://twitter.com/ivan_8848/status/1602259889778221056/video/1,1602259889778221056,genesis_rrn,UNKWN
24,2021-05-23,18:50:14,"tweeted: I can't stand LCD marketing, for reals man 'Mozart Group', I know it's been said before by others, but still. How uncreative can you get?

Why not Stravinsky group, or Mahler group or anything relevant to the 19th century to mirror this Wagner stuff. https://t.co/A2XFcoEn36",1602259889778221056,genesis_rrn,UNKWN
25,2022-12-12,11:09:45,annotations: Ukraine,1602259403985633283,Giyu_007,Bharat
26,2022-12-12,11:09:45,annotations: Russia,1602259403985633283,Giyu_007,Bharat
27,2022-12-12,11:09:45,annotations: Wagner,1602259403985633283,Giyu_007,Bharat
28,2022-12-12,11:09:45,annotations: Ukraine,1602259403985633283,Giyu_007,Bharat
29,2022-12-12,11:09:45,annotations: Luhansk,1602259403985633283,Giyu_007,Bharat
30,2022-12-12,11:09:45,links: https://twitter.com/metesohtaoglu/status/1602259403985633283/video/1,1602259403985633283,Giyu_007,Bharat
31,2022-12-12,11:09:45,mentions: savunmaisleri,1602259403985633283,Giyu_007,Bharat
32,2022-07-08,21:12:37,"tweeted: 📹 #Ukraine- Ukrainian forces have struck a headquarters of Russia’s Wagner mercenary group in eastern Ukraine, Luhansk with HIMARS system.
📹 @savunmaisleri https://t.co/JslyACWPo4",1602259403985633283,Giyu_007,Bharat
33,2022-12-12,11:09:16,annotations: Wagner,1602259281914597382,AZgeopolitics,Eastern Roman Empire
34,2022-12-12,11:09:16,annotations: Nazi,1602259281914597382,AZgeopolitics,Eastern Roman Empire
35,2022-12-12,11:09:16,mentions: DMB12445,1602259281914597382,AZgeopolitics,Eastern Roman Empire
36,2020-10-02,15:56:38,tweeted: @DMB12445 The building was being used by Wagner who are a Neo - Nazi mercenary group,1602259281914597382,AZgeopolitics,Eastern Roman Empire
37,2022-12-12,11:07:03,links: http://dlvr.it/SfDM8t,1602258725917818880,ivan_8848,UNKWN
38,2016-08-16,17:21:25,"tweeted: بن هودجز يوضح لـCNN ما يعنيه تفجير مقر مجموعة ""فاغنر"" الروسية في أوكرانيا https://t.co/sUoyHx0anO",1602258725917818880,ivan_8848,UNKWN
39,2022-12-12,11:06:51,links: https://newsfet.com/ukraine-%ce%b2%ce%bf%ce%bc%ce%b2%ce%b1%cf%81%ce%b4%ce%b9%cf%83%cf%84%ce%ad%cf%82-hotels-with-members-of-the-wagner-group/,1602258675271438338,metesohtaoglu,Istanbul - Turkiye
40,2009-06-11,17:46:21,tweeted: Ukraine: βομβαρδιστές hotels with members of the Wagner Group https://t.co/JYMYcYtXoy,1602258675271438338,metesohtaoglu,Istanbul - Turkiye
41,2022-12-12,11:05:19,annotations: Ukraine,1602258290930499584,savunmaisleri,"İstanbul, Türkiye"
42,2022-12-12,11:05:19,annotations: Wagner,1602258290930499584,savunmaisleri,"İstanbul, Türkiye"
43,2014-12-08,10:42:22,"tweeted: Ukraine says it killed Wagner mercenaries, who are they? Controversial armed group emerged from being a murky guns-for-hire enterprise to a public extension of the Russian army.",1602258290930499584,savunmaisleri,"İstanbul, Türkiye"
0,2022-12-12,10:55:34,annotations: Wagner Group,1602255835282939904,SufiWorker,UNKWN
1,2022-12-12,10:55:34,links: https://workme.online/2022/12/12/ukraine-says-it-killed-wagner-mercenaries-who-are-they-explainer-news/,1602255835282939904,SufiWorker,UNKWN
2,2022-10-09,10:12:39,"tweeted: Controversial armed group emerged from being a murky guns-for-hire enterprise to a public extension of the Russian military.The controversial private military company Wagner Group is in the news againas Ukrainian authorities say a number of its # # # #

https://t.co/kIlNy5JEXq",1602255835282939904,SufiWorker,UNKWN
3,2022-12-12,10:51:41,annotations: Wagner Group,1602254860103319552,tommy_nn,"Tokyo, JAPAN"
4,2022-12-12,10:51:41,mentions: SamRamani2,1602254860103319552,tommy_nn,"Tokyo, JAPAN"
5,2010-01-15,21:51:50,tweeted: @SamRamani2 Merry HIMARS to Wagner Group!,1602254860103319552,tommy_nn,"Tokyo, JAPAN"
6,2022-12-12,10:51:25,annotations: Wagner Group,1602254790427398144,SamRamani2,"Oxford, England"
7,2022-12-12,10:51:25,annotations: Ukraine,1602254790427398144,SamRamani2,"Oxford, England"
8,2022-12-12,10:51:25,links: https://youtu.be/QsrqH-4ZIAg,1602254790427398144,SamRamani2,"Oxford, England"
9,2022-12-12,10:51:25,mentions: YouTube,1602254790427398144,SamRamani2,"Oxford, England"
10,2013-10-12,23:22:53,tweeted: See aftermath of explosion at Wagner Group's purported base in Ukraine https://t.co/CbVLo53KZQ via @YouTube,1602254790427398144,SamRamani2,"Oxford, England"
11,2022-12-12,10:46:34,annotations: Wagner,1602253569524113411,Stephen07329389,UNKWN
12,2022-12-12,10:46:34,annotations: Ukraine,1602253569524113411,Stephen07329389,UNKWN
13,2022-12-12,10:46:34,annotations: MSM,1602253569524113411,Stephen07329389,UNKWN
14,2022-12-12,10:46:34,links: https://youtu.be/TBVcTgM-l24,1602253569524113411,Stephen07329389,UNKWN
15,2022-09-20,09:56:21,"tweeted: https://t.co/bdmnm7BpwI

Wagner group or Ukraine shoulders hit I don’t know…. All I know is that the MSM is full of shit and let alone taking it with a grain of salt I wouldn’t buy their garbage at all… see ya when the war ends… that will say which side stands where",1602253569524113411,Stephen07329389,UNKWN
16,2022-12-12,10:45:40,annotations: Russia,1602253345217036288,YouTube,"San Bruno, CA"
17,2022-12-12,10:45:40,annotations: Wagner Group,1602253345217036288,YouTube,"San Bruno, CA"
18,2022-12-12,10:45:40,annotations: Ukraine,1602253345217036288,YouTube,"San Bruno, CA"
19,2022-12-12,10:45:40,annotations: Luhansk,1602253345217036288,YouTube,"San Bruno, CA"
20,2022-12-12,10:45:40,annotations: WagnerGroup,1602253345217036288,YouTube,"San Bruno, CA"
21,2022-12-12,10:45:40,annotations: RussiaIsLosing,1602253345217036288,YouTube,"San Bruno, CA"
22,2022-12-12,10:45:40,annotations: UkraineWar,1602253345217036288,YouTube,"San Bruno, CA"
23,2022-12-12,10:45:40,links: https://twitter.com/khabarwala8/status/1602253345217036288/photo/1,1602253345217036288,YouTube,"San Bruno, CA"
24,2022-12-12,10:45:40,links: https://twitter.com/khabarwala8/status/1602253345217036288/photo/1,1602253345217036288,YouTube,"San Bruno, CA"
25,2007-11-13,21:43:46,"tweeted: Members of Russia’s mercenary Wagner Group have reportedly been killed following an attack by Ukraine’s armed forces on a hotel where many were based in a town in the Russian-occupied Luhansk region.
#WagnerGroup #RussiaIsLosing #UkraineWar #UkraineRussiaWar️ #mercenaries https://t.co/vMnzJj9swI",1602253345217036288,YouTube,"San Bruno, CA"
26,2022-12-12,10:45:11,annotations: Jason Blazakis,1602253222307061760,sagaermajithia,United Kingdom
27,2022-12-12,10:45:11,annotations: Russia,1602253222307061760,sagaermajithia,United Kingdom
28,2022-12-12,10:45:11,annotations: Wagner Group,1602253222307061760,sagaermajithia,United Kingdom
29,2022-12-12,10:45:11,annotations: Africa,1602253222307061760,sagaermajithia,United Kingdom
30,2022-12-12,10:45:11,links: http://ow.ly/3bkC50M0xyM,1602253222307061760,sagaermajithia,United Kingdom
31,2022-12-12,10:45:11,links: https://twitter.com/ADFmagazine/status/1602253222307061760/photo/1,1602253222307061760,sagaermajithia,United Kingdom
32,2022-12-12,10:45:11,mentions: Jason_Blazakis,1602253222307061760,sagaermajithia,United Kingdom
33,2022-02-06,22:44:53,tweeted: Jason Blazakis @Jason_Blazakis opines: #Russia's Wagner Group is more than mercenaries -- its violence across Africa prove it's a terrorist organization - https://t.co/sRcTzQHxpl https://t.co/MyZLbLXeq2,1602253222307061760,sagaermajithia,United Kingdom
34,2022-12-12,10:44:36,annotations: Russia,1602253076286652416,khabarwala8,Earth 
35,2022-12-12,10:44:36,annotations: Wagner,1602253076286652416,khabarwala8,Earth 
36,2022-12-12,10:44:36,annotations: Luhansk,1602253076286652416,khabarwala8,Earth 
37,2022-12-12,10:44:36,annotations: Ukraine,1602253076286652416,khabarwala8,Earth 
38,2022-12-12,10:44:36,annotations: Serhiy Haidai,1602253076286652416,khabarwala8,Earth 
39,2022-12-12,10:44:36,annotations: Kadiivka,1602253076286652416,khabarwala8,Earth 
40,2022-12-12,10:44:36,annotations: Luhansk,1602253076286652416,khabarwala8,Earth 
41,2022-12-12,10:44:36,links: https://www.bbc.com/news/world-europe-63933132,1602253076286652416,khabarwala8,Earth 
42,2022-06-13,11:21:01,"tweeted: Ukrainian forces have struck a headquarters of Russia’s Wagner mercenary group, says the governor-in-exile of Luhansk in eastern Ukraine. Serhiy Haidai said a hotel where the group met in Kadiivka, Luhansk, had been hit with major losses. https://t.co/l80CHUsqEC",1602253076286652416,khabarwala8,Earth 
43,2022-12-12,10:36:01,annotations: sador Thomas ,1602250914299101188,ADFmagazine,Africa
44,2022-12-12,10:36:01,annotations: m our ,1602250914299101188,ADFmagazine,Africa
45,2022-12-12,10:36:01,annotations: n ,1602250914299101188,ADFmagazine,Africa
46,2022-12-12,10:36:01,links: https://twitter.com/EU_UNGeneva/status/1602250914299101188/photo/1,1602250914299101188,ADFmagazine,Africa
47,2022-12-12,10:36:01,mentions: SciencesPo38,1602250914299101188,ADFmagazine,Africa
